Ticket ID,Error Name,Ticket link,Ticket type,POI name,Last Editor Notes,Last Editor Resolution,L1 Resolution,L1 Markings,L2 Resolution,L2 Markings,Customer comment,Suggested fields,Edited fields,Spam Customer Suggestions,Procedural marking?,Other markings made along with procedural marking?,All customer-suggested fields edited?,All customer-suggested fields have a corresponding dependent edit?,Edits made to all other fields QC marked?,Manual review - Name,Manual review - Date,Are customer issues resolved?,Any attribute errors remain on the POI?,Are there still discrepancies between research indicators and POI data?,Manual review comment,Automated warnings,Automated review comment,Automated update needed?,Correlation: P-W,Correlation: S-W,Correlation: T-X
198532486915948544,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198532486915948544,POI Add (High Priority),Rasku Kuaför,"
[poi_rap_missing_fsm] Number of principally matching places = 1; Full name match? true, full phone number match? true, full url match? true, full category match? true, full structured hours match? false; Number of exactly matching places = 0; No exact place match established; Can only trigger web research for US Missing POI RAP todos; Stop auto-processing of todo here",Rejection Reason POI - Not Enough Information,Approved,,Rejected,Closing Resolutions - Failing To Select Complete | Field Closure Hours Error - Incorrectly Open | Field Closure Hours Error - Incorrectly Open | Closing Resolutions - Failing To Select Complete,"

",Name | Geocode | Hours | Modern Category | New POI,,N/A,Failing To Select Complete,Incorrectly Open,No,N/A,No,William,06/04/2025,Yes,Yes,Yes,"Josh: Editor moved to existing NBP, POI Add is full curation and customer's suggestion and indicators point to POI being open though it was still closed. Appears editor misinterpreted QC's request to reopen. Changed cols X and Y to yes accordingly","
Offline QC Disputed Rejected ticket! Offline QA QC Rejected ticket! Editor moved ToDo from no POI! 1 ""Removed"" Name suggestions present!","Field Closure Hours Error - Incorrectly Open


editor made no edits because poi is already set to closed.",Unsure,0,1,1
189524933164924934,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189524933164924934,POI Morrow (Morrow Maintenance New),Malafemmena Caffe,"
“ This ToDo has been processed using translator “ |
Only one indicator found |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://fr.restaurantguru.com/Bar-Malafemmena-Parma |
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",,,N/A,Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Hours Not Matching Or Incorrect Hours,Yes,N/A,No,Josh,06/04/2025,No,Yes,Yes,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only!","This is Gemini should skip...

BUT might be good example where editor never edited hours despite L1 marking to do so after finding 2nd indicator. This should be straightforward to automate, the question would be if able to if editor originally edited hours but didn't have to after corrections (may need backup method to check versions tab in that case)",Done,0,1,1
&lt;br&gt;180517066966564864,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180517066966564864,POI Change Details (High Priority),Art’Lunnch,"
-| REJECT: Policy Violation - Request not permitted by policy |

Snippets: | Reviewed customer comments/photos/geotagged images |
Sources: | Verified via Official Website | Link: http://artlunnch.fr | | | 
Comments: Processing without call as per exceptional instructions |",Rejection Reason POI - Policy Violation,Rejected,Closing Resolutions - Failing To Select Complete,,,"

",Name,Name,N/A,Failing To Select Complete,,Yes,Yes,Yes,Alexander,06/04/2025,Yes,No,No,"Editor failed to select Complete after editing customer suggested attribute. L1 rejects. Editor accepts.

Editor had changed the ""L"" in the POI name from lower to uppercase. ","
Offline QC Rejected ticket! 1 ""Removed"" Name suggestions present!","Code will obviously catch the difference between lower and uppercase easily enough, however, if we are wanting more general data comparison or use fuzzywuzzy at any point it's something to keep in mind.",Unsure,1,0,1
&lt;br&gt;185020863576276992,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020863576276992,POI Datascience (Ensemble Hours),Yam Kebabz,"
Curated As Per Ensemble Guidelines | Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://southsea.cylex-uk.co.uk/company/yam-kebabz-28773642.html | https://www.just-eat.co.uk/restaurants-yam-kebabz-southsea#pre-order | 
existing is same as indicators |
Sunday
4:00 pm–12:00 am
Monday
4:00 pm–12:00 am
Tuesday
4:00 pm–12:00 am
Wednesday
4:00 pm–12:00 am
Thursday
4:00 pm–12:00 am
Friday
4:00 pm–2:00 am 
Saturday
4:00 pm–2:00 am | 
as per policy |
REJECT: Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Closing Resolutions - Failing To Select Complete,,,"
We suspect the hours of operation are incorrect on this Place in our data. Please review and correct if necessary.

Hint:
No Specific Error

Definition: There is no hours error severe, focused, or obvious enough in the signals to produce a hint. 



------------- Additional Context Below -------------",Comment,,N/A,Hours Listing Issue | Failing To Select Complete,,Yes,N/A,Yes,Elvis,06/04/2025,Yes,Yes,Yes,"Error Attribute :Hours Listing Issue | Failing To Select Complete |
Existing todo hours are verifying in editor provided indicators but editor failed to check existing hours listing url |","
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!",Failing to select complete,,1,1,0
&lt;br&gt;189524985940808586,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189524985940808586,POI Morrow (Morrow Maintenance New),Durga Supar Market,"
Special Project: Lookaround study | 
no indicators found with the name and existing address |
cannot verify the existence hence cannot make curation |
No panos in lookaround view hence cannot verify the storefront |
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Name Error - Language Or Country Code Guideline Not Followed | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"
Fully curate each POI and follow full curation Morrow Policy",Comment,Name | Address,N/A,Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Language Or Country Code Guideline Not Followed,Yes,N/A,Yes,William,06/04/2025,Yes,No,No,Editor makes adjustements.,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!",,Unsure,1,1,1
&lt;br&gt;185020221893902336,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020221893902336,POI Change Details (Unspecified),Russell Cellular,"
sent to editor upon one or more processors' decision (poi_rap_pin_fsm::742a2162-3b10-4a1a-bbd3-cfe56c7baeec)",Rejection Reason POI - Policy Violation,Rejected,Field Address Error - Incorrect Or Missing Address Component Or Locality Or Unit | Closing Resolutions - Failing To Select Complete,Rejected,Closing Resolutions - Failing To Select Complete | Field Address Error - Incorrect Or Missing Address Component Or Locality Or Unit,"

",Geocode,Address | Geocode,N/A,Failing To Select Complete,Incorrect Or Missing Address Component Or Locality Or Unit,Yes,Yes,Yes,Josh,06/04/2025,Yes,No,,,"
Offline QC Disputed Rejected ticket! Offline QC Rejected ticket!",Could almost use unable to confirm option for col W since not seeing the unit L1 and L3 marked for any more in OW/wayback? May not be anything script could do in such a case even if could check indicators,Unsure,1,0,1
&lt;br&gt;198531047916306435,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531047916306435,POI Change Details (High Priority),OMA All Day Food,"
[pafe_processor_todo_hours] Todo has reached minimum lifespan in NEEDS_TRIAGE status",Rejection Reason POI - Policy Violation,Rejected,Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete,Rejected,,"

",Hours,Hours,N/A,Failing To Select Complete,Hours Not Matching Or Incorrect Hours,Yes,Yes,Yes,Alexander,06/04/2025,Yes,No,No,"Editor edited hours attribute and manually edited hours that matched the customer suggestion exactly. QC L1 rejects; failure to select Complete

Editor accepts but not with proper snippet. ","
Offline QC Rejected ticket!",Further snippet inconsistency on editors part,No,1,0,1
&lt;br&gt;189524421017337856,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189524421017337856,POI Change Details (Unspecified),Amerigo's Grille,"
Verified via Official Website | Link:http://amerigos.com |
Address is listed in the official website |
Closure not verified anywhere |
No different hours found to update |
Invalid suggestion |
REJECT: Policy Violation - Request not permitted by policy |",Rejection Reason POI - Policy Violation,Rejected,Closing Resolutions - Failing To Select Complete | Field URL Error - Hours Listing Issue | Field Core Hours Error - Hours Not Matching Or Incorrect Hours,Rejected,,"

",Closures,,N/A,Failing To Select Complete | Hours Listing Issue,Hours Not Matching Or Incorrect Hours,No,No,No,Josh,06/10/2025,No,Yes,Yes,"Not enough info/against closure workflow to close as suggested, can consider customer issue not resolved

Editor did not make the corrections per QC","
Offline QC Rejected ticket!",good example showing automation catching editor not correcting,No,1,0,1
&lt;br&gt;180516865928331264,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180516865928331264,POI Change Details (Unspecified),SmokeShop Guys,"
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://cbd.puffingbird.com/california/visalia/smoke-shop-guys |
https://headshops.puffingbird.com/california/visalia/smoke-shop-guys |
customer suggested number is correct and it is getting verified in medium indicators as per policy should not curate with medium indicators |
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Phone Number Error - Missing Main Number | Closing Resolutions - Failing To Select Complete,Rejected,,"

",Phone,Phone,N/A,Failing To Select Complete,Missing Main Number,Yes,Yes,Yes,William,06/04/2025,Yes,No,No,Editor made adjustment according to qc.,"
Offline QC Disputed Rejected ticket! Offline QC Rejected ticket! 1 ""Removed"" Phone suggestions present!",,Unsure,1,0,1
&lt;br&gt;180517202436292611,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180517202436292611,POI Datascience (Ensemble Hours),Aneli Restaurant,"
This Todo has been processed using language expert
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.118712.fr/fiches/WUFWW19THAE |
https://www.pagesjaunes.fr/pros/63758610 |
Horaires Mis à jour le 18 février 2025

Lundi 11h00 - 23h00
Mardi 11h00 - 23h00
Mercredi 11h00 - 23h00
Jeudi 11h00 - 23h00
Vendredi 11h00 - 23h00
Samedi 11h00 - 23h00
Dimanche Fermé
Reject Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Insufficient Comments Provided,,,"
We suspect the hours of operation are incorrect on this Place in our data. Please review and correct if necessary.

Hint:
No Specific Error

Definition: There is no hours error severe, focused, or obvious enough in the signals to produce a hint. 



------------- Additional Context Below -------------",Comment,Hours,N/A,Hours Listing Issue | Failing To Select Complete | Insufficient Comments Provided,Hours Not Matching Or Incorrect Hours,Yes,N/A,Yes,Josh,06/04/2025,Yes,No,No,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!",,No,1,1,1
&lt;br&gt;194028673392705536,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194028673392705536,POI Morrow (Morrow Maintenance New),Nmims Girl's Hostel,"
Special Project: Lookaround study
no OW FB found 
no 2 indicators found with poi name and address 
no store front image verified in lookaround view 
hence REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field URL Error - Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Field Address Error - Incorrect Country Specific Address Format | Field Name Error - Language Or Country Code Guideline Not Followed | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"
Fully curate each POI and follow full curation Morrow Policy",Comment,Name | URL | Address,N/A,Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Incorrect Country Specific Address Format | Language Or Country Code Guideline Not Followed,Yes,N/A,No,Alexander,06/04/2025,Yes,No,No,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!",Morrow,,1,1,0
&lt;br&gt;198530925416415232,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198530925416415232,POI Change Details (Unspecified),Steak 'n Shake,"
Verified via Official Website | Link: https://www.steaknshake.com/locations/fl-jacksonville-phillips-highway/ |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.tripadvisor.in/Restaurant_Review-g60805-d4280905-Reviews-Steak_n_Shake-Jacksonville_Florida.html |
https://www.chamberofcommerce.com/business-directory/florida/jacksonville/hamburger-restaurant/9903655-steak-n-shake |
though webs search cx correction is not verified |
REJECT: Policy Violation - Request not permitted by policy |",Rejection Reason POI - Policy Violation,Rejected,Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete,,,"

",Closures,Hours,N/A,Failing To Select Complete,Hours Not Matching Or Incorrect Hours,No,Yes,Yes,Elvis,,,,,,"
Offline QC Rejected ticket!",,,0,1,0
&lt;br&gt;189524965684412416,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189524965684412416,POI Change Details (Unspecified),Taproot Chiropractic & Wellness,"
Verified via Official Website | Link: https://www.taprootchiropractic.com 
the customer suggested phnum is verified in ow 
and alredy its in the exsiting also 
Reject already correct |",Rejection Reason POI - Already Correct,Rejected,Field Phone Number Error - Incorrect Top Main Number | Closing Resolutions - Failing To Select Complete,,,"

",Phone,Phone,N/A,Failing To Select Complete,Incorrect Top Main Number,Yes,Yes,No,William,06/04/2025,No,Yes,Yes,editor did not move number to the top.,"
Offline QC Rejected ticket! 1 ""Removed"" Phone suggestions present!",,Unsure,0,1,1
&lt;br&gt;198531000849924099,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531000849924099,POI Datascience (Ensemble Phantom),Patrick McGovern's Pub & Restaurant,"
Verified via Official Website | Link: http://www.patmcgoverns.com/ | Address listed in ow and no closer verify | Existing data is correct No need to edits Hence Rejecting Reject - Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Field URL Error - Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",,URL,N/A,Hours Listing Issue | Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top,Yes,N/A,No,Josh,,,,,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only!","Gemini, skip",,0,1,0
&lt;br&gt;194027242393698304,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194027242393698304,POI Change Details (Unspecified),El Fogón Restaurante & Arrocería,"
Editor not making phone calls | not a native speaker | Edited as per Jana Focused curation | Verified via Official Website | Link: https://elfogonrestaurante.com| REJECT: Policy Violation - Request not permitted by policy |",Rejection Reason POI - Policy Violation,Rejected,Field Representative Point Error - Geocode Placement Routes Customer To Incorrect Location | Closing Resolutions - Failing To Select Complete,,,"

",Geocode,Geocode,N/A,Failing To Select Complete,Geocode Placement Routes Customer To Incorrect Location,Yes,Yes,Yes,Alexander,06/04/2025,Yes,No,Yes,"Editor rejected geocode suggestion based on policy violation. Official website did, however, show the POI record gecode was incorrect. QC L1 marked failure to select complete. 

Checking the official website, I noticed the address is slightly different than the one on the POI record. The difference might be due to naming conventions for Port cities, however, it may also be the reason the geocode was off. 

Verified via Official Website | Link:https://elfogonrestaurante.com/#contacta","
Offline QC Rejected ticket!",,Unsure,1,0,1
&lt;br&gt;185022294238691328,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185022294238691328,POI Change Details (Unspecified),Ombak Kitchen,"
Verified via Official Website | Link: https://ombakkitchen.my |
current url has already precise |
Reject Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Field URL Error - Location Specific URL Not Used | Closing Resolutions - Failing To Select Complete,,,"

",URL,,N/A,Hours Listing Issue | Failing To Select Complete,Location Specific URL Not Used,No,No,No,Josh,06/10/2025,Yes,No,No,,"
Editor moved ToDo from 54339371394925092! Offline QC Rejected ticket! 1 ""Removed"" URL suggestions present!",S-W discrepancy and T-X inverse discrepancy due to move ToDo after QC but before correction made if any way to account for or rare enough edge case. Could at least,Unsure,0,1,0
&lt;br&gt;198530832245199757,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198530832245199757,POI Change Details (Unspecified),InTown Suites,"
Verified via Official Website | Link: https://www.intownsuites.com/extended-stay-locations/texas/carrollton/carrollton/ |
Verified all attributes as per ow suggested hours are already there as no edits REJECT: Already Correct|
Monday - Saturday: 11AM - 7PM
Closed Sunday",Rejection Reason POI - Already Correct,Rejected,Field Name Error - Language Or Country Code Guideline Not Followed | Closing Resolutions - Failing To Select Complete,Rejected,,"

",Name | Hours,Name,N/A,Failing To Select Complete,Language Or Country Code Guideline Not Followed,No,No,Yes,William,06/04/2025,Yes,No,No,editor followed qc suggestions.,"
Offline QC Rejected ticket! 1 ""Removed"" Name suggestions present!","Josh: S-W discrepancy due to a dependent Name field edited but not Hours, but customer issues still resolved? Can say Yes because the suggested hours were already correct.. should the question be ANY customer-suggested fields have a corresponding dependent edit? But then that wouldn't catch if an edit was supposed to be made based on another suggested field but wasn't, so maybe fine as is. UNLESS can take original editor resolution into account if they rejected already correct",Unsure,0,1,1
&lt;br&gt;194026984574025731,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194026984574025731,POI Remove (Unspecified),IJssalon Bie Chantal Maastricht,"
Edited based on Jana Focused Curation policy | Verified via Official Website | Link: https://ijssalonbiechantal.nl | Business not listed in store locator/contacts | no other indicators found | closure not verified | no verified phone number to call | REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Closure Hours Error - Incorrectly Open | Closing Resolutions - Failing To Select Complete,,,"

",Closures,Closures,N/A,Failing To Select Complete,Incorrectly Open,Yes,Yes,Yes,Josh,06/04/2025,Yes,No,No,"Appears diff location only per OW and existing POI for already, correctly closed per L1","
Offline QC Rejected ticket!",,,1,0,1
&lt;br&gt;185021494215049219,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185021494215049219,POI Add (Unspecified),Koliantrēs,"
Moved ToDo to existing record in nearby places |

REJECT: Already Correct |
there are are no new suggestions
Verified via Official Website | Link: 
https://www.facebook.com/p/Periptero-Mini-Market-Koliantris-100066498772377/?locale=el_GR",Rejection Reason POI - Already Correct,Rejected,Closing Resolutions - Failing To Select Complete,,,"

",Name | Address | Geocode | Hours | Modern Category | New POI,Name | URL | Hours | Modern Category,N/A,Failing To Select Complete,,No,N/A,Yes,Alexander,06/04/2025,Yes,No,No,Editor made multiple field edits including suggested edit field. QC L1 rejected and marked failure to select complete. Editor accepted,"
Offline QC Rejected ticket! Editor moved ToDo from no POI! 1 ""Removed"" Name suggestions present!",,No,0,1,1
&lt;br&gt;185021853912268800,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185021853912268800,POI Morrow (Morrow Maintenance Focus Curation),Louisiana Crawfish,"
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://restaurantguru.com/Louisiana-Seafood-Lake-City-Georgia-2 | https://www.zmenu.com/louisiana-crawfish-lake-city-online-menu/ |
hours are same |
Mon11:00am-7:30pm
Tue11:00am-7:30pm
Wed11:00am-7:30pm
Thu11:00am-7:30pm
Fri11:00am-7:30pm
Sat11:00am-7:30pm
Sun12:00am-6:00pm |
REJECT: Already correct |",Rejection Reason POI - Already Correct,Rejected,Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete,,,"

",,Hours,N/A,Failing To Select Complete,Hours Not Matching Or Incorrect Hours,Yes,N/A,Yes,Elvis,,,,,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only!",,,0,1,0
&lt;br&gt;198531231524061184,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531231524061184,POI Change Details (Unspecified),Gaziantep Gezi Tur Sepeti,"
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://m.facebook.com/gaziantepgezitursepeti/about/
 | https://onlinehizmetvefirmabul.com.tr/gaziantep-gezi-tur-sepeti
 | suggested geocode is same , Reject : Already Correct",Rejection Reason POI - Already Correct,Rejected,Field Representative Point Error - Geocode Placement Routes Customer To Incorrect Location | Closing Resolutions - Failing To Select Complete,Approved,Field Representative Point Error - Geocode Not Placed On POI Building,"

",Geocode,Geocode,N/A,Failing To Select Complete,Geocode Placement Routes Customer To Incorrect Location | Geocode Not Placed On POI Building,Yes,Yes,Yes,William,06/04/2025,Yes,No,No,editor made edit to geocode which was suggested by qc.,"
Offline QC Rejected ticket!",,Unsure,1,0,1
&lt;br&gt;189524399220588544,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189524399220588544,POI Change Details (Unspecified),Miss Toya's,"
OW : Verified via Official Website | Link: NA
address not verifying in Official Website |
checked with wayback as well |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link:
https://www.yelp.com/biz/miss-toyas-gambrills | https://maps.roadtrippers.com/us/gambrills-md/food-drink/misstoya-s |
REJECT: Not Enough Information - Customer didn't provide enough information |
wiki:https://confluence.sd.apple.com/display/OPS/Resolutions |",Rejection Reason POI - Not Enough Information,Rejected,Closing Resolutions - Failing To Select Complete | Research And Comments Error - Insufficient Comments Provided | Field Core Hours Error - Missing Hours,,,"

",Closures,Hours | URL,N/A,Failing To Select Complete | Insufficient Comments Provided,Missing Hours,No,Yes,Yes,Josh,06/04/2025,Yes,No,No,,"
Offline QC Rejected ticket!","Note tested v2 adjustments of ""Spam Customer Suggestions"" got N/A because Closures suggestions can't be spam and ""Edits made to all other fields QC marked?"" got Yes correct

This example also shows customer-suggested fields and dependent fields edited cols working correctly",No,0,0,1
&lt;br&gt;198531091949158400,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531091949158400,POI Change Details (Unspecified),Goodwill Of North Florida,"
Verified via Official Website | Link: https://goodwillnorthfl.org |
closure not verified | address not listed ow |
no indicators found with todo business name and address |
 REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Core Hours Error - Hours Not Matching Or Incorrect Hours | Closing Resolutions - Failing To Select Complete,,,"

",Closures,Hours,N/A,Failing To Select Complete,Hours Not Matching Or Incorrect Hours,No,Yes,Yes,Alexander,06/04/2025,Yes,No,No,Editor failed to update hours attribute during a closure request. QC L1 rejected: failure to complete. Editor accepted and made the edit. ,"
Offline QC Rejected ticket!",,No,0,0,1
185020374974464000,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020374974464000,POI Change Details (Unspecified),Visbeen Architects,"
Verified via Official Website | Link: 
https://www.visbeen.com |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: 
https://web.archive.org/web/20200507040915/https://visbeen.com/ |
Business has moved |
Complete |
Notes : found that the business has been moved to customer suggested address hence did Business has moved |",Completion Reason POI - POI Added,Rejected,Field URL Error - Hours Listing Issue,Rejected,,"

",Address | Geocode,New POI | Closures | URL | Address | Geocode,N/A,Hours Listing Issue,,Yes,Yes,Yes,Elvis,,,,,,"
Offline QC Rejected ticket! New POI added! 40905187287629824 edited not attached to ticket!",,,0,1,0
&lt;br&gt;194027671412277248,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194027671412277248,POI Change Details (Unspecified),Lux Nail Spa,"
Verified via Official Website | Link: https://www.facebook.com/p/Lux-Nail-Spa-Orange-Beach-61559168019988/ |
updated url from strong indicator |
complete |",Completion Reason POI - POI Changed,Rejected,Field URL Error - Official POI Website Not Used As Top Homepage | Field URL Error - Hours Listing Issue,Rejected,,"

",URL,URL,URL,Hours Listing Issue,Official POI Website Not Used As Top Homepage,Yes,Yes,Yes,William,06/04/2025,Yes,No,No,editor resolved issue.,"
Offline QC Rejected ticket!",,Unsure,1,0,1
&lt;br&gt;185020863576276992,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020863576276992,POI Datascience (Ensemble Hours),Yam Kebabz,"
Curated As Per Ensemble Guidelines | Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://southsea.cylex-uk.co.uk/company/yam-kebabz-28773642.html | https://www.just-eat.co.uk/restaurants-yam-kebabz-southsea#pre-order | 
existing is same as indicators |
Sunday
4:00 pm–12:00 am
Monday
4:00 pm–12:00 am
Tuesday
4:00 pm–12:00 am
Wednesday
4:00 pm–12:00 am
Thursday
4:00 pm–12:00 am
Friday
4:00 pm–2:00 am 
Saturday
4:00 pm–2:00 am | 
as per policy |
REJECT: Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Closing Resolutions - Failing To Select Complete,,,"
We suspect the hours of operation are incorrect on this Place in our data. Please review and correct if necessary.

Hint:
No Specific Error

Definition: There is no hours error severe, focused, or obvious enough in the signals to produce a hint. 



------------- Additional Context Below -------------",Comment,,N/A,Hours Listing Issue | Failing To Select Complete,,Yes,N/A,Yes,Josh,06/05/2025,,,,,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!","Gemini, skip",,0,1,0
&lt;br&gt;185021427082067971,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185021427082067971,POI Morrow (Morrow Maintenance Focus Curation),Serpico Specialità dell'isola d'Ischia,"
Moved ToDo to existing record in nearby places |
muid-36387989526416045 
Verified via Official Website | Link: https://serpicoprodottitipiciischia.it
https://www.facebook.com/people/Serpico-Specialità-dIschia/100041686720224/
https://www.yelp.com/biz/serpico-forio
update Facebook url|",Completion Reason POI - POI Changed,Rejected,Field URL Error - Hours Listing Issue | Field Core Hours Error - Missing Hours,,,"

",,URL | Hours,N/A,Hours Listing Issue,Missing Hours,Yes,N/A,Yes,Alexander,06/04/2025,,,,,"
Offline QC Rejected ticket! Editor moved ToDo from 308801682! No Corrections col! 'is wrong' suggestions only!",Morrow,,0,1,0
&lt;br&gt;180517897410445315,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180517897410445315,POI Change Details (Unspecified),Biblioteca Canyadó i Casagemes - Joan Argenté,"
[pafe_processor_todo_hours] Todo has reached minimum lifespan in NEEDS_TRIAGE status",Completion Reason POI - POI Changed,Rejected,Field URL Error - Hours Listing Issue,Rejected,,"

",Hours,URL | Hours,N/A,Hours Listing Issue,,Yes,Yes,Yes,Elvis,,,,,,"
Offline QC Rejected ticket!",,,0,1,0
&lt;br&gt;189523612791734272,Hours Listing Issue,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189523612791734272,POI Change Details (Unspecified),Little Blessings Learning Academy,"
Cloned POI for new place |
Verified via Official Website | Link: https://www.facebook.com/wellswallace2015 |
https://www.littleblessingslearningacademy.com |
Customer suggestion is verified |
Complete |‘",Completion Reason POI - POI Added,Rejected,Field URL Error - Hours Listing Issue,,,"

",Name,New POI | Name | URL | Phone | Modern Category,N/A,Hours Listing Issue,,Yes,Yes,Yes,William,06/04/2025,Yes,No,No,editor made the correct edit.,"
Offline QC Rejected ticket! New POI added! 1 ""Removed"" Name suggestions present!",no other marking with procedural marking auto skip...,No,1,0,1
